Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
0,1.7914289,0.00019999995,-0.20581162,0.6745877560353809,0.674587756294372,70.08588957055214
0,1.7914214,0.00019999995,-0.23093075,1.1292261649733004,1.1292261682410523,69.54658385093168
0,1.7914199,0.00019999995,-0.22542062,1.2769955943645157,1.2769955907685848,74.8944099378882
0,1.7914155,0.00019999995,-0.21940875,0.9566728404375928,0.9566728499333101,69.8224852071006
0,1.791417,0.00019999995,-0.22752748,1.1203252530468055,1.12032525158056,71.37908496732027
0,1.7914245,0.00019999995,-0.22897579,1.0369131745318447,1.036913175785344,70.9608938547486
0,1.791409,0.00019999995,-0.2198927,1.2450571387279323,1.2450571300039355,71.57317073170732
0,1.7914182,0.00019999995,-0.21361102,0.819116646325902,0.8191166519979985,67.46783625730994
0,1.7914196,0.00019999995,-0.22711717,1.0815145172178746,1.081514519681335,70.1
0,1.7914162,0.00019999995,-0.21960385,1.0981286647843151,1.0981286732148874,71.17073170731707
0,1.7914289,0.00019999995,-0.21585423,0.9333830876330681,0.9333830909694851,67.5764705882353
0,1.7914189,0.00019999995,-0.22551583,1.152969733246265,1.1529697541241832,73.88957055214723
0,1.7914255,0.00019999995,-0.22304542,0.895504450005603,0.8955044379424891,67.19653179190752
0,1.7914196,0.00019999995,-0.23059896,1.2412122931135328,1.2412122909079806,76.61184210526316
0,1.7914089,0.00019999995,-0.22045769,1.0013425253199402,1.001342523480876,69.76331360946746
0,1.7914292,0.00019999995,-0.22290355,0.8714151941494288,0.871415191457968,65.07303370786516
0,1.7914134,0.00019999995,-0.22891387,1.108531676946643,1.1085316650353811,70.90419161676647
0,1.7914222,0.00019999995,-0.23050563,0.9637129670845535,0.9637129703797702,70.65269461077844
0,1.7914196,0.00019999995,-0.22562456,1.070857757006783,1.0708577572581703,71.57228915662651
0,1.7914213,0.00019999995,-0.21048427,0.9539633642117946,0.9539633685214934,75.27564102564102
0,1.7914366,0.00019999995,-0.23190223,0.8356992956674234,0.835699307003191,65.48863636363636
0,1.7914103,0.00019999995,-0.21129882,1.1761683127061922,1.1761683110590389,74.0
0,1.7914256,0.00019999995,-0.22705002,1.0334156593957613,1.0334156353575692,68.56976744186046
0,1.7914206,0.00019999995,-0.22448067,0.9755033022802637,0.9755033035648754,69.82530120481928
0,1.7914178,0.00019999995,-0.23335667,0.9656028017882378,0.965602804529947,75.47096774193548
0,1.7914217,0.00019999995,-0.22445978,1.0049896702937209,1.0049896679037857,67.32203389830508
0,1.7914333,0.00019999995,-0.22326994,1.0672841965697888,1.0672841948645524,71.7560975609756
0,1.7914269,0.00019999995,-0.21951039,0.9693767597158272,0.9693767649627363,69.1566265060241
0,1.7914258,0.00019999995,-0.21184486,0.8377826728925691,0.8377826773830964,66.75977653631286
0,1.791417,0.00019999995,-0.22493595,1.0340461300753325,1.034046128173908,70.58433734939759
0,1.7914321,0.00019999995,-0.22912152,0.9820903852709711,0.9820903829027895,68.15204678362574
0,1.7914124,0.00019999995,-0.22824015,1.0572614100176927,1.0572614085191006,70.27325581395348
0,1.7914118,0.00019999995,-0.22402069,1.0769673820385444,1.0769673878425758,69.24404761904762
0,1.7914231,0.00019999995,-0.23588905,1.0193690609590835,1.019369061769344,70.96385542168674
0,1.7914319,0.00019999995,-0.23096214,0.923196618569035,0.9231966165110371,66.84393063583815
0,1.7914094,0.00019999995,-0.22787698,1.0463066108566423,1.0463066155251666,66.32402234636872
0,1.791426,0.00019999995,-0.21828659,1.0091666010550306,1.009166604329595,70.9113924050633
0,1.791408,0.00019999995,-0.20827691,0.9514825198664723,0.9514825114321783,72.96385542168674
0,1.7914233,0.00019999995,-0.22897586,1.164115327733015,1.1641153285535424,73.7124183006536
0,1.7914284,0.00019999995,-0.22021179,1.113704620243667,1.1137046156038666,69.31168831168831
0,1.791408,0.00019999995,-0.2219982,1.0934807778245248,1.0934807657317487,81.45731707317073
0,1.791407,0.00019999995,-0.23910744,1.2621003636366623,1.2621003561331539,74.92993630573248
0,1.7914107,0.00019999995,-0.22987045,1.195678790656508,1.1956787970351028,70.31360946745562
0,1.7914333,0.00019999995,-0.21565445,0.647748882578952,0.6477488745231547,66.51428571428572
0,1.7914221,0.00019999995,-0.22155003,0.9599550367963171,0.9599550372407618,69.8502994011976
0,1.7914175,0.00019999995,-0.22177292,1.0264627375457522,1.0264627348958182,68.4093567251462
0,1.7914145,0.00019999995,-0.22716358,0.9865823877525741,0.9865823922863411,68.3735632183908
0,1.7914199,0.00019999995,-0.23113447,0.8946698932626913,0.8946698873835308,67.56976744186046
0,1.7914151,0.00019999995,-0.24307266,1.0547378005527228,1.054737819206185,70.8855421686747
0,1.7914343,0.00019999995,-0.23361498,0.8578777274702276,0.8578777284416199,67.22285714285714
0,1.791427,0.00019999995,-0.22955441,0.8627366308696044,0.8627366218609593,63.94535519125683
0,1.7914196,0.00019999995,-0.21075068,0.8260399902369394,0.8260399818891621,67.6046511627907
0,1.791424,0.00019999995,-0.22967996,1.01384260406762,1.013842593259014,70.79166666666667
0,1.7914331,0.00019999995,-0.22968176,1.0911925978732833,1.0911925935311528,71.28484848484848
0,1.7914294,0.00019999995,-0.21084736,0.8409603282487319,0.840960326110594,72.72839506172839
0,1.791425,0.00019999995,-0.20863834,0.9544613164190839,0.954461316855373,69.15853658536585
0,1.7914248,0.00019999995,-0.23309827,1.3804576480240556,1.3804576358244247,75.09937888198758
0,1.7914299,0.00019999995,-0.23398845,1.0705360153281107,1.0705360076766683,71.21951219512195
0,1.791412,0.00019999995,-0.22848953,1.1580621280104109,1.1580621244951668,74.50314465408805
0,1.7914104,0.00019999995,-0.23021853,0.9639050499269157,0.9639050444221342,70.26114649681529
0,1.7914078,0.00019999995,-0.21690135,1.1558608361046323,1.1558608381874285,74.75460122699387
0,1.791402,0.00019999995,-0.24023816,1.2257425724243631,1.2257425861644158,73.36734693877551
0,1.7914119,0.00019999995,-0.23769462,1.15504717474634,1.155047169631721,77.46666666666667
0,1.7914333,0.00019999995,-0.21332943,1.0958871254400842,1.0958871279735947,75.90445859872611
0,1.7914368,0.00019999995,-0.22813393,0.7588842679229048,0.7588842649693567,65.52222222222223
0,1.7914202,0.00019999995,-0.22810611,1.1528952215091293,1.152895232466892,69.95180722891567
0,1.7914224,0.00019999995,-0.21989483,1.0168881647151673,1.0168881693677767,70.39263803680981
0,1.7903274,0.00019999995,-0.15777698,1.0212579437449008,1.021257938274149,69.60759493670886
0,1.7838994,0.00019999995,-0.013849385,1.0068070729006857,1.0068070701485516,70.51006711409396
0,1.779476,0.00019999995,0.08602414,0.9086789424154932,0.9086789412705059,67.88741721854305
0,1.7912211,0.00019999995,-0.2101532,6.499392344092989,6.499392393342636,89.86127167630057
0,1.7914182,0.00019999995,-0.22566336,0.9899243000552552,0.9899243073837608,70.90963855421687
0,1.7914181,0.00019999995,-0.22670777,1.1408944544579946,1.1408944543130606,71.52121212121212
0,1.7914171,0.00019999995,-0.20777011,1.1956527357787088,1.19565275489331,71.3529411764706
0,1.7914245,0.00019999995,-0.22098228,1.1875655855505893,1.1875655856317757,80.6923076923077
0,1.7914033,0.00019999995,-0.22013511,1.1139996897169873,1.1139996986747747,72.92405063291139
0,1.7914189,0.00019999995,-0.2308063,1.2204571437576544,1.2204571520122163,73.09937888198758
0,1.7914121,0.00019999995,-0.21501696,1.2331316477538627,1.233131652241631,73.80864197530865
0,1.7914159,0.00019999995,-0.22976682,1.1281893849832776,1.1281893846820938,71.35802469135803
0,1.7914165,0.00019999995,-0.22057363,1.0264480474870652,1.02644804004611,69.3625
0,1.7914177,0.00019999995,-0.21100296,1.0211252327926454,1.021125245617658,72.03448275862068
0,1.7914182,0.00019999995,-0.22859639,1.1947510321031918,1.1947510328567463,71.32121212121213
0,1.7914243,0.00019999995,-0.2324856,0.9763051091168804,0.9763051000487135,67.16091954022988
0,1.7914146,0.00019999995,-0.22677903,1.0646254585647001,1.0646254850646046,72.21341463414635
0,1.791414,0.00019999995,-0.23314923,0.9380280951004543,0.9380281019270685,69.7065868263473
0,1.7914395,0.00019999995,-0.2274033,0.9851548813843314,0.9851548678764003,67.97687861271676
0,1.7914249,0.00019999995,-0.23421171,1.2570569882098632,1.2570569669569243,75.19620253164557
0,1.7914199,0.00019999995,-0.22574486,0.9129843206943146,0.9129843218890573,69.05357142857143
0,1.7914263,0.00019999995,-0.23802622,1.114387382419757,1.1143873773373714,71.93827160493827
0,1.7914417,0.00019999995,-0.2322489,0.9911688322701105,0.9911688340122019,69.36585365853658
0,1.7914274,0.00019999995,-0.23666023,1.0627080373932345,1.0627080415556933,70.5
